       51.960001       6.5857358
       53.660001       6.2125952
       55.360001       6.1890119
       57.060001       6.5783348
       58.760002       6.6794454
       60.460002       6.4743813
       62.160002       7.0064201
       63.860002       6.7746915
       65.560002       6.8158736
       67.260002       6.8757495
       68.960002       6.4391761
       70.660002       6.0389935
       72.360002       6.0067079
       74.060002       5.3889489
       75.760002       5.2377491
       77.460002       5.2062977
       79.160002       5.1360506
       80.860002       5.0486480
       82.560002       5.4087893
       84.260002       4.7111914
       85.960002       4.5504635
       87.660002       4.2878482
       89.360002       4.1827354
       91.060002       5.2459648
       92.760002       3.7534285
       94.460003       3.7337912
       96.160003       4.1226825
       97.860003       0.0000000
       99.560003       0.0000000
       101.26000       0.0000000
       102.96000       0.0000000
       104.66000       0.0000000
       
